../graf_mbp/graf_15_8.txt;15;60;3984;1;131.825;2;1
../graf_mbp/graf_15_8.txt;15;60;3984;1;79.791;4;1
../graf_mbp/graf_15_8.txt;15;60;3984;1;48.265;8;1
../graf_mbp/graf_15_8.txt;15;60;3984;1;39.427;16;1
../graf_mbp/graf_15_8.txt;15;60;3984;1;40.434;20;1
../graf_mbp/graf_18_7.txt;18;63;4475;1;264.042;2;1
../graf_mbp/graf_18_7.txt;18;63;4475;1;149.736;4;1
../graf_mbp/graf_18_7.txt;18;63;4475;1;92.902;8;1
../graf_mbp/graf_18_7.txt;18;63;4475;1;81.187;16;1
../graf_mbp/graf_18_7.txt;18;63;4475;1;82.306;20;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;179.431;2;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;103.724;4;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;63.679;8;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;56.997;16;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;53.692;20;1
