../graf_mbp/graf_15_8.txt;15;60;3984;1;185.194;2;1
../graf_mbp/graf_15_8.txt;15;60;3984;1;119.916;4;1
../graf_mbp/graf_15_8.txt;15;60;3984;1;129.118;6;1
../graf_mbp/graf_15_8.txt;15;60;3984;1;152.628;8;1
../graf_mbp/graf_15_8.txt;15;60;3984;1;183.127;10;1
../graf_mbp/graf_15_8.txt;15;60;3984;1;224.303;12;1
../graf_mbp/graf_15_8.txt;15;60;3984;1;259.747;14;1
../graf_mbp/graf_15_8.txt;15;60;3984;1;300.773;16;1
../graf_mbp/graf_15_8.txt;15;60;3984;1;343.788;18;1
../graf_mbp/graf_15_8.txt;15;60;3984;1;384.658;20;1
../graf_mbp/graf_18_7.txt;18;63;4475;1;380.512;2;1
../graf_mbp/graf_18_7.txt;18;63;4475;1;234.348;4;1
../graf_mbp/graf_18_7.txt;18;63;4475;1;250.018;6;1
../graf_mbp/graf_18_7.txt;18;63;4475;1;290.757;8;1
../graf_mbp/graf_18_7.txt;18;63;4475;1;364.195;10;1
../graf_mbp/graf_18_7.txt;18;63;4475;1;454.265;12;1
../graf_mbp/graf_18_7.txt;18;63;4475;1;535.984;14;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;172.21;2;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;113.647;4;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;119.27;6;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;136.511;8;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;178.513;10;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;211.521;12;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;262.522;14;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;275.099;16;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;306.695;18;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;345.112;20;1
